id,type,name,aliases,region,state,city,lat,lon,facets,what,root,kin,sources,tier,confidence,needs_verification,updated,url
heavy-tomato-sauce,sauce,heavy tomato sauce,tomato-and-sugar sauce|sweet red sauce|thick tomato barbecue sauce|Kansas City-style sauce,sc-upstate|sc|us-south,,,,,"{""base"": ""heavy-tomato"", ""styles"": [""sc-heavy-tomato""]}","A thick red sauce built on tomato — ketchup, paste or sauce — sweetened with brown sugar or molasses, soured with vinegar and seasoned with spices, cooked down until it clings. It is the sauce of the western and northwestern corner of South Carolina on the state's four-sauce map: the tourism office's 'tomato-and-sugar sauce', the one it says you are most likely to find on a grocery shelf. It goes on after cooking — on the plate, on the bun, on ribs and chicken — and sits on the meat rather than soaking in.",,sc-heavy-tomato|light-tomato-sauce|mustard-sauce|vinegar-pepper-sauce|lexington-dip|pork-shoulder|henrys-smokehouse|festival-of-discovery,s:web-usda-fdc-branded|s:wp-barbecue-in-south-carolina|s:wp-barbecue-sauce|s:web-sc-four-sauces|s:sc-parks-sauce-map|s:web-scba-bbq-history|s:web-henrys-smokehouse|s:web-henrys-destination-bbq|s:web-discovergreenwood-festival|s:wikibooks-barbecue-sauce-kansas-city-style|s:wikibooks-barbecue-sauce-i|s:wikibooks-barbecue-sauce-sweet|s:wikibooks-barbecue-sauce-ii,cited,medium,True,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/heavy-tomato-sauce/
lexington-dip,sauce,Lexington dip,dip|Lexington-style sauce|Piedmont sauce|Western sauce|red sauce|barbecue dip,nc-piedmont|nc,,,,,"{""base"": ""lexington-dip"", ""styles"": [""lexington""]}","The Piedmont's sauce: the east's vinegar, salt, pepper and red pepper with ketchup or tomato and water added, sometimes sugar, so that it comes out thin and reddish — tangy, a little sweet or hot by the house, and every restaurant's recipe its own. It is the sauce of pork-shoulder barbecue in Lexington, Greensboro, Salisbury, Shelby and the rest of the Piedmont. It is basted on the shoulders as they cook, goes on the chopped meat at the block, stands on the table, and, in place of mayonnaise, dresses the red slaw.","English dip (n.), from the verb dip, Old English dyppan, Proto-Germanic *daupejanan, a causative of *deup- 'deep'. The noun 'act of dipping' is recorded from the 1590s and the sense 'a liquid into which something is dipped' by 1825.",lexington|red-slaw|vinegar-pepper-sauce|light-tomato-sauce|heavy-tomato-sauce|mustard-sauce|pork-shoulder|barbecue-tray|barbecue-sandwich|dip|lexington-barbecue|bar-b-q-center|stameys-barbecue|warner-stamey|wayne-monk|sid-weaver|jess-swicegood|jerry-bledsoe|dennis-rogers|sc-light-tomato,s:web-stameys-shop|s:web-sauce-harvest-2026-09-16|s:wp-barbecue-in-north-carolina|s:wp-lexington-north-carolina|s:wp-north-carolina-barbecue-society|s:wp-barbecue-sauce|s:wp-coleslaw|s:etymonline|s:web-ourstate-lexington-cover-up|s:web-ourstate-stameys|s:web-stameys-history|s:web-ourstate-lexington-barbecue|s:web-abc-barbecue-feud|s:web-bbqjew-defining-styles|s:web-sfa-nc-trail|s:web-scba-bbq-history|s:reed-holy-smoke|s:wikibooks-eastern-north-carolina-barbecue-sauce|s:wikibooks-barbecue-sauce-sweet|s:book-mrs-hills-new-cook-book,cited,high,False,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/lexington-dip/
light-tomato-sauce,sauce,light tomato sauce,light-tomato barbecue sauce|vinegar-and-ketchup sauce|thin red sauce,sc-pee-dee|sc-upstate|nc-piedmont|carolinas,,,,,"{""base"": ""light-tomato"", ""styles"": [""sc-light-tomato"", ""lexington""]}","Vinegar-and-pepper sauce with ketchup added — enough to redden and sweeten it a little, not enough to thicken it — and often cayenne or a bottled hot sauce. The state tourism office's description is the whole recipe: 'a vinegar-and-pepper sauce with ketchup added for a little sweetness'. It is the sauce of South Carolina's Pee Dee and upper Midlands on the state's four-sauce map, and the same idea as the Lexington dip across the line, which the South Carolina Barbeque Association counts as the same sauce. It goes on chopped pork at the block and stands on the table.",,sc-light-tomato|lexington-dip|vinegar-pepper-sauce|heavy-tomato-sauce|mustard-sauce|sc-pee-dee|lexington|texas-pete|midway-bbq|lake-high|robert-moss,s:web-sauce-harvest-2026-09-16|s:wp-barbecue-in-south-carolina|s:wp-barbecue-sauce|s:web-sc-four-sauces|s:sc-parks-sauce-map|s:web-scba-bbq-history|s:web-texas-pete-eastern-carolina|s:web-midway-bbq|s:high-sc-barbeque|s:wikibooks-eastern-north-carolina-barbecue-sauce|s:wikibooks-barbecue-sauce-sweet|s:book-mrs-hills-new-cook-book,cited,medium,True,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/light-tomato-sauce/
maurices-southern-gold,sauce,Maurice's Southern Gold,Southern Gold BBQ Sauce|Maurice's Gourmet Blend|Carolina Gold (former name),sc-midlands|sc,,,,,"{""base"": ""mustard"", ""styles"": [""sc-mustard""]}","The mustard sauce of Maurice's Piggie Park at West Columbia, sold in bottles, half gallons and gallons alongside the family's Hickory Red, Vinegar and Hot Pepper sauces. It is the bottle that carried the South Carolina mustard sauce onto national supermarket shelves in the 1990s, then off them again in 2000. No ingredient list or Nutrition Facts panel is published for it, so this page can name the sauce and its history but cannot measure it.",,mustard-sauce|sc-mustard|maurices-piggie-park|maurice-bessinger|carolina-gold|hash-and-rice,s:wp-maurice-bessinger|s:wp-newman-v-piggie-park|s:web-piggiepark-shop|s:web-piggiepark-about|s:web-sc-four-sauces|s:web-sauce-harvest-2026-09-16|s:book-mrs-hills-new-cook-book|s:wikibooks-savory-mustard-sauce|s:wikibooks-barbecue-sauce-sweet,cited,high,False,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/maurices-southern-gold/
melvins-golden-sauce,sauce,Melvin's Golden Sauce,Melvin's Original Golden Secret|Golden Secret Sauce,sc-lowcountry|sc,,,,,"{""base"": ""mustard"", ""styles"": [""sc-mustard""]}","The mustard sauce of Melvin's Bar-B-Que in Charleston, sold in 16-ounce glass bottles, half gallons and gallons, beside the house's Southern Red, Sweet Red and Vinegar sauces. The maker publishes no ingredient list and no Nutrition Facts for any of the four, so what this page can give is the history the family tells and the shape of its line, not a measurement.",,mustard-sauce|sc-mustard|joe-bessinger|melvins-legendary-bar-b-que|maurices-southern-gold|heavy-tomato-sauce|vinegar-pepper-sauce,s:web-melvinsbbq-golden|s:web-melvins-our-story|s:web-sfa-melvins-legendary-bar-b-q|s:web-sc-four-sauces|s:web-sauce-harvest-2026-09-16|s:book-mrs-hills-new-cook-book|s:wikibooks-savory-mustard-sauce,cited,medium,True,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/melvins-golden-sauce/
mustard-sauce,sauce,mustard-based barbecue sauce,Carolina Gold|South Carolina mustard sauce|yellow sauce|gold sauce|Southern Gold (Maurice's),sc-midlands|sc-lowcountry|sc,,,,,"{""base"": ""mustard"", ""styles"": [""sc-mustard""]}","Prepared yellow mustard thinned with vinegar and sweetened with sugar or brown sugar, with black and red pepper and whatever else the house keeps to itself — Bessinger's bottled version listed mustard, brown sugar, soy sauce and vinegar. It is yellow to gold, pourable, sweet-sour with a mustard bite. It belongs to the Midlands of South Carolina, the belt of German-settled counties from Newberry and Lexington through Orangeburg toward Charleston, and is the sauce the state is known for elsewhere. It goes on chopped or pulled pork at the block, is basted on whole hogs at some pits, and goes into hash.","Carolina Gold: Maurice Bessinger's supermarket brand name for his mustard sauce, from the sauce's colour and the state. 'Carolina Gold' is also the name of the Lowcountry's rice variety, popularised in South Carolina in the 1780s and named for the golden colour of its unhulled grain; the sauce and the rice are unrelated, and the rice's name is the older by two centuries.",sc-mustard|hash-and-rice|vinegar-pepper-sauce|lexington-dip|light-tomato-sauce|heavy-tomato-sauce|whole-hog|carolina-gold|dutch-fork|maurice-bessinger|joe-bessinger|lake-high|maurices-piggie-park|bessingers-bar-b-q|sweatmans-bar-b-que|hites-bar-b-q|dukes-bar-b-que|shealys-bar-b-que|jackie-hites-bar-b-q|cannons-bbq|henrys-smokehouse|barbecue-sandwich,s:web-melvinsbbq-golden|s:web-piggiepark-shop|s:web-sauce-harvest-2026-09-16|s:wp-barbecue-in-south-carolina|s:wp-barbecue-sauce|s:wp-maurice-bessinger|s:wp-newman-v-piggie-park|s:wp-dukes-bar-b-que|s:wp-hash-stew|s:wp-carolina-gold|s:wp-barbecue-sandwich|s:wp-orangeburg-south-carolina|s:wp-dutch-fork|s:web-sc-four-sauces|s:web-scba-bbq-history|s:web-piggiepark-mustard|s:web-charlestonmag-mustard-migration|s:web-bessingers-destination-bbq|s:web-sweatmans-history|s:web-hites-destination-bbq|s:web-sfa-jackie-hites|s:web-henrys-destination-bbq|s:web-shealys|s:book-mrs-hills-new-cook-book|s:wikibooks-savory-mustard-sauce|s:wikibooks-barbecue-sauce-sweet,cited,high,False,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/mustard-sauce/
sam-jones-sauce,sauce,Sam Jones BBQ sauce,Sam Jones Sweet BBQ Sauce|Sam Jones Vinegar,nc-east|nc,,,,,"{""base"": ""heavy-tomato"", ""styles"": [""eastern-nc""]}","A bottled line from the whole-hog house Sam Jones opened at Winterville in 2015, third generation of the Skylight Inn family at Ayden. The Sweet bottle's Nutrition Facts give 10 grams of total sugars and 210 milligrams of sodium in a 2-tablespoon serving, which is 5 grams of sugar and 105 milligrams of sodium to the tablespoon, but the record carries no ingredient list, so its order cannot be read and its base is recorded as other.",,sam-jones-bbq|sam-jones|eastern-nc|vinegar-pepper-sauce|whole-hog|skylight-inn,s:web-openfoodfacts|s:web-samjones-store|s:web-ourstate-sam-jones-legacy|s:web-gardenandgun-sam-jones-2019|s:web-sauce-harvest-2026-09-16|s:wikibooks-eastern-north-carolina-barbecue-sauce|s:wikibooks-eastern-north-carolina-barbecued-pig|s:wikibooks-barbecue-sauce-sweet,harvested,medium,True,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/sam-jones-sauce/
scotts-barbecue-sauce,sauce,Scott's Barbecue Sauce,Scott's Famous Barbecue Sauce|Adam Scott's sauce|Scott's of Goldsboro,nc-east|nc,,,,,"{""base"": ""vinegar-pepper"", ""styles"": [""eastern-nc""]}","A bottled eastern North Carolina sauce — vinegar-based, the recipe kept secret, sold as sugar-free and fat-free — made by the Scott family of Goldsboro since the mid-1940s from a recipe the Rev. Adam Scott, a Black Holiness minister who began selling barbecue there in 1917, said came to him in a dream. His son A. Martel Scott Sr. patented it in 1946. The North Carolina Arts Council's trail page calls it 'believed to be the oldest commercially available barbecue sauce in the country'. It is sold in Harris Teeter and Food Lion and from the family's website, and the label offers it for meats, seafood, poultry and vegetables.",,eastern-nc|vinegar-pepper-sauce|adam-scott|scotts-famous-barbecue|whole-hog|texas-pete,s:web-sauce-harvest-2026-09-16|s:web-scotts-history|s:web-cecelski-adam-scott|s:web-ncarts-goldsboro|s:wp-barbecue-in-north-carolina|s:reed-holy-smoke|s:book-virginia-house-wife|s:book-mrs-hills-new-cook-book|s:wikibooks-eastern-north-carolina-barbecue-sauce,cited,medium,True,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/scotts-barbecue-sauce/
texas-pete,sauce,Texas Pete,Texas Pete Hot Sauce|Texas Pete Original,nc-piedmont|nc-east|nc,,,,,"{""base"": ""other"", ""styles"": [""eastern-nc""]}","A cayenne-pepper hot sauce made by the T.W. Garner Food Company of Winston-Salem, North Carolina, since 1929 — mild as hot sauces go, 747 on the Scoville scale — in a flip-top bottle with a red cowboy on a white-and-yellow label. It is not a barbecue sauce and is on this list because of where it stands: on the table at eastern North Carolina barbecue houses beside the vinegar, and, at Skylight Inn in Ayden, in the dressing itself, where the chopped hog is seasoned with vinegar, salt, pepper and Texas Pete.","Texas + Pete: 'Texas' for a state known for hot food, chosen over a marketing adviser's 'Mexican Joe' because Sam Garner wanted an American name; 'Pete' was the nickname of his son Harold Garner.",eastern-nc|vinegar-pepper-sauce|skylight-inn|light-tomato-sauce|lexington|scotts-barbecue-sauce|barbecue-tray,s:wp-texas-pete|s:wp-skylight-inn-bbq|s:wp-lexington-north-carolina|s:web-texas-pete-eastern-carolina|s:reed-holy-smoke|s:web-texaspete-original|s:book-virginia-house-wife,cited,high,False,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/texas-pete/
vinegar-pepper-sauce,sauce,vinegar-and-pepper sauce,eastern sauce|Eastern North Carolina sauce|East Carolina sauce|pepper vinegar|vinegar sauce,nc-east|sc-pee-dee|sc-lowcountry|carolinas,,,,,"{""base"": ""vinegar-pepper"", ""styles"": [""eastern-nc"", ""sc-pee-dee""]}","Vinegar — cider or white — with salt, black pepper and crushed red pepper, and nothing else in its plainest form; some houses add sugar, a bottled hot sauce or lemon. It is thin enough to pour, tart, and as hot as the cook likes. It is the sauce of whole-hog barbecue on the Coastal Plain of both Carolinas, from Rocky Mount to the Pee Dee and the coast: used as a mop while the hog cooks, tossed through the chopped meat at the block, and set on the table for more. Wikipedia's history of barbecue sauce calls it the earliest American barbecue sauce and the root of most of the others.",,eastern-nc|sc-pee-dee|whole-hog|lexington-dip|light-tomato-sauce|mustard-sauce|scotts-barbecue-sauce|texas-pete|skylight-inn|coopers-country-store|ed-mitchell|adam-scott|dennis-rogers|barbecue-tray|chopping-block|pig-pickin,s:web-sauce-harvest-2026-09-16|s:wp-barbecue-sauce|s:wp-barbecue-in-north-carolina|s:wp-barbecue-in-south-carolina|s:wp-skylight-inn-bbq|s:wp-ed-mitchell|s:wp-rodney-scotts-whole-hog-bbq|s:wp-pig-pickin|s:web-sc-four-sauces|s:web-scba-bbq-history|s:web-sfa-coopers|s:web-scotts-history|s:web-ncarts-goldsboro|s:web-abc-barbecue-feud|s:web-texas-pete-eastern-carolina|s:reed-holy-smoke|s:wikibooks-eastern-north-carolina-barbecue-sauce|s:book-virginia-house-wife|s:book-kentucky-housewife|s:book-mrs-hills-new-cook-book,cited,high,False,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/vinegar-pepper-sauce/
wells-hog-heaven,sauce,Wells Hog Heaven Barbecue Sauce,Hog Heaven|Wells Hog Heaven,nc-east|nc,,,,,"{""base"": ""vinegar-pepper"", ""styles"": [""eastern-nc""]}","A vinegar-based sauce made at Burgaw, the seat of Pender County in southeastern North Carolina, and sold in that corner of the state. The maker gives no ingredient list and no Nutrition Facts on its site, so what is on record is the description rather than the measurement: a vinegar sauce for seasoning chopped and pulled pork.",,eastern-nc|vinegar-pepper-sauce|hog-killing|pulled-pork|chopped,s:web-wells-our-story|s:web-sauce-harvest-2026-09-16|s:book-virginia-house-wife|s:book-mrs-hills-new-cook-book|s:wikibooks-eastern-north-carolina-barbecue-sauce,cited,medium,True,2026-09-16,https://nanobotco.github.io/carolina-barbecue/sauce/wells-hog-heaven/
